Generation,Best Cost Found,
0,0.0856154682762876644606470463226384102563746903575729748720762815031776125309530885848507963942211063113063573837280273437500,
1,0.0856154682762876644606470463226384102563746903575729748720762815031776125309530885848507963942211063113063573837280273437500,
2,0.0856154682762876644606470463226384102563746903575729748720762815031776125309530885848507963942211063113063573837280273437500,
3,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
4,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
5,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
6,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
7,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
8,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
9,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
10,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
11,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
12,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
13,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
14,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
15,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
16,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
17,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
18,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
19,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
20,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
21,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
22,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
23,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
24,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
25,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
26,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
27,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
28,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
29,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
30,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
31,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
32,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
33,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
34,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
35,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
36,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
37,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
38,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
39,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
40,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
41,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
42,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
43,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
44,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
45,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
46,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
47,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
48,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
49,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
50,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
51,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
52,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
53,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
54,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
55,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
56,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
57,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
58,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
59,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
60,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
61,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
62,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
63,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
64,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
65,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
66,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
67,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
68,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
69,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
70,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
71,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
72,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
73,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
74,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
75,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
76,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
77,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
78,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
79,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
80,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
81,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
82,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
83,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
84,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
85,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
86,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
87,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
88,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
89,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
90,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
91,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
92,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
93,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
94,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
95,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
96,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
97,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
98,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
99,0.1486448919459392052356724954493687505049609920743245010564338693099694189444400491996456370458190576755441725254058837890625,
